Timestamp,Datetime,HopHostnames
1749885185,2025-06-14 04:13:05,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;cdf1-cdf2.bkb.rnp.br;cmg2-cdf1-mobiwire.bkb.rnp.br;crj2-cmg1-wirelink.bkb.rnp.br;ces1-crj2-infobara.bkb.rnp.br;bes1-ces1.bkb.rnp.br;No-Hostname;monipe-es-atraso.rnp.br
1749885850,2025-06-14 04:24:10,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;cdf1-cdf2.bkb.rnp.br;cmg2-cdf1-mobiwire.bkb.rnp.br;crj2-cmg1-wirelink.bkb.rnp.br;ces1-crj2-infobara.bkb.rnp.br;bes1-ces1.bkb.rnp.br;No-Hostname;monipe-es-atraso.rnp.br
1749886413,2025-06-14 04:33:33,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;cdf1-cdf2.bkb.rnp.br;cmg2-cdf1-mobiwire.bkb.rnp.br;crj2-cmg1-wirelink.bkb.rnp.br;ces1-crj2-infobara.bkb.rnp.br;bes1-ces1.bkb.rnp.br;No-Hostname;monipe-es-atraso.rnp.br
1749887178,2025-06-14 04:46:18,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;csp2-csp1.bkb.rnp.br;crj2-csp2-infobarra.bkb.rnp.br;ces1-crj2-infobara.bkb.rnp.br;bes1-ces1.bkb.rnp.br;No-Hostname;monipe-es-atraso.rnp.br
1749887859,2025-06-14 04:57:39,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;csp2-csp1.bkb.rnp.br;crj2-csp2-infobarra.bkb.rnp.br;ces1-crj2-infobara.bkb.rnp.br;bes1-ces1.bkb.rnp.br;No-Hostname;monipe-es-atraso.rnp.br
1749888125,2025-06-14 05:02:05,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;csp2-csp1.bkb.rnp.br;crj2-csp2-infobarra.bkb.rnp.br;ces1-crj2-infobara.bkb.rnp.br;bes1-ces1.bkb.rnp.br;No-Hostname;monipe-es-atraso.rnp.br
1749888724,2025-06-14 05:12:04,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;csp2-csp1.bkb.rnp.br;crj2-csp2-infobarra.bkb.rnp.br;ces1-crj2-infobara.bkb.rnp.br;bes1-ces1.bkb.rnp.br;No-Hostname;monipe-es-atraso.rnp.br
1749889495,2025-06-14 05:24:55,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;crj1-csp1-furnas.bkb.rnp.br;crj2-crj1.bkb.rnp.br;ces1-crj2-infobara.bkb.rnp.br;bes1-ces1.bkb.rnp.br;No-Hostname;monipe-es-atraso.rnp.br
1749890445,2025-06-14 05:40:45,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;csp2-csp1-sp2.bkb.rnp.br;crj2-csp2-infobarra.bkb.rnp.br;ces1-crj2-infobara.bkb.rnp.br;bes1-ces1.bkb.rnp.br;No-Hostname;monipe-es-atraso.rnp.br
1749890783,2025-06-14 05:46:23,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;csp2-csp1-sp2.bkb.rnp.br;crj2-csp2-infobarra.bkb.rnp.br;ces1-crj2-infobara.bkb.rnp.br;bes1-ces1.bkb.rnp.br;No-Hostname;monipe-es-atraso.rnp.br
1749891611,2025-06-14 06:00:11,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;csp2-csp1-sp2.bkb.rnp.br;crj2-csp2-infobarra.bkb.rnp.br;ces1-crj2-infobara.bkb.rnp.br;bes1-ces1.bkb.rnp.br;No-Hostname;monipe-es-atraso.rnp.br
1749891784,2025-06-14 06:03:04,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;csp2-csp1-sp2.bkb.rnp.br;crj2-csp2-infobarra.bkb.rnp.br;ces1-crj2-infobara.bkb.rnp.br;bes1-ces1.bkb.rnp.br;No-Hostname;monipe-es-atraso.rnp.br
1749892451,2025-06-14 06:14:11,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;csp2-csp1-sp2.bkb.rnp.br;crj2-csp2-infobarra.bkb.rnp.br;ces1-crj2-infobara.bkb.rnp.br;bes1-ces1.bkb.rnp.br;No-Hostname;monipe-es-atraso.rnp.br
1749893104,2025-06-14 06:25:04,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;csp2-csp1-sp2.bkb.rnp.br;crj2-csp2-infobarra.bkb.rnp.br;ces1-crj2-infobara.bkb.rnp.br;bes1-ces1.bkb.rnp.br;No-Hostname;monipe-es-atraso.rnp.br
1749893850,2025-06-14 06:37:30,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;csp2-csp1-sp2.bkb.rnp.br;crj2-csp2-infobarra.bkb.rnp.br;ces1-crj2-infobara.bkb.rnp.br;bes1-ces1.bkb.rnp.br;No-Hostname;monipe-es-atraso.rnp.br
1749894590,2025-06-14 06:49:50,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-aloha.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;csp2-csp1-sp2.bkb.rnp.br;crj2-csp2-infobarra.bkb.rnp.br;ces1-crj2-infobara.bkb.rnp.br;bes1-ces1.bkb.rnp.br;No-Hostname;monipe-es-atraso.rnp.br
1749894804,2025-06-14 06:53:24,gw.pop-to.rnp.br;swc-2.pop-to.rnp.br;No-Hostname;cto1-bto1.bkb.rnp.br;cdf2-cto1-tlb.bkb.rnp.br;csp1-cdf2-claro.bkb.rnp.br;csp2-csp1-sp2.bkb.rnp.br;crj2-csp2-infobarra.bkb.rnp.br;ces1-crj2-infobara.bkb.rnp.br;bes1-ces1.bkb.rnp.br;No-Hostname;monipe-es-atraso.rnp.br
